typing_speed,average_key_hold_time,average_flight_time,total_typing_duration,straightness,speed_cv,idle_ratio,direction_change_rate,Output
0.49606718,0.4765498,12.06999741,1.43117504,0.27253918,0.008321601,0.093514287,0.161225321,0.1
1.903470883,1.8756117,13.79874312,4.249515421,0.109807172,0.08592064,0.074708175,0.156137108,0.2
1.377070821,4.1261243,2.9959296,2.740335771,0.116412421,0.009294237,0.032136063,0.076030215,0.1
0.27379834,54.48176024,18.95513299,0.74160223,0.059178627,0.032754729,0.03085243,0.194999561,0.6
0.076194272,34.87030184,2.07507049,0.21515173,0.018364633,0.003867421,0.10989326,0.183504596,0.3
0.884442736,36.31543629,30.55448595,2.06376806,0.072249669,0.016045721,0.12516991,0.040962362,0.5
0.166865122,44.32539979,47.50562541,0.33729096,0.209399675,0.063926733,0.002467531,0.073276786,0.7
0.047288548,0.8138579,42.10948263,0.09769784,0.051731425,0.04018199,0.049743097,0.14984287,0.3
0.018088391,21.0033049,10.25240377,0.03692063,0.111390489,0.018266188,0.135552383,0.305692986,0.2
1.710826598,2.8420424,26.79494497,2.646630658,0.037279033,0.071034901,0.152408564,0.254893752,0.3
2.548062617,19.6971869,27.02572224,4.660271028,0.067169376,0.038133061,0.017063353,0.127275441,0.4
0.105827713,14.0627225,17.29428635,0.30801335,0.180136658,0.052444993,0.021572213,0.017949202,0.2
0.301529999,19.7104438,15.84597083,0.96300738,0.158663608,0.00038474,0.065238247,0.105013642,0.3
1.429752151,20.261575,7.65992992,3.64891459,0.073445494,0.065976314,0.053330911,0.06914875,0.2
0.51299287,10.5304997,9.34632566,0.894230366,0.060476507,0.04431181,0.124257044,0.033412178,0.2
1.242919751,19.7505793,17.9908837,2.490282106,0.034770681,0.101859274,0.10921458,0.033287677,0.3
0.726209019,30.8781532,21.88665901,2.14376789,0.023499534,0.110822289,0.074210516,0.084673304,0.4
0.015675261,27.2689997,29.85379143,0.05414752,0.073896755,0.033779451,0.044011954,0.135105106,0.4
1.475074004,2.5655454,19.3243608,3.75111697,0.076285256,0.025971228,0.026363066,0.156466763,0.2
0.092661383,32.6438637,9.4207032,0.17131602,0.133170444,0.013296974,0.056483583,0.13757367,0.3
0.200099903,38.5737189,3.93903346,0.37712309,0.137873436,0.012167274,0.041491517,0.219504376,0.3
1.208663975,5.5065557,18.84611082,3.018296,0.077077548,0.005990684,0.060018637,0.128251156,0.2
0.89767103,11.9328092,40.19826296,2.37492172,0.03975569,0.070604605,0.109215555,3.50E-05,0.4
0.115475514,17.2849869,9.23564901,0.25880417,0.069309739,0.024040816,0.015942999,0.21213103,0.2
0.102002788,1.9376512,5.77221214,0.22919923,0.05743643,0.040664762,0.174974249,0.083631173,0.1
0.652740181,6.4308689,24.82166513,1.27816352,0.085881728,0.000796637,0.023429366,0.093657708,0.2
0.647833229,21.6051408,2.43779449,1.26736331,0.003754048,0.020046065,0.097654848,0.141046515,0.2
0.455318014,29.9643926,5.93499412,0.92093988,0.036613942,0.019458785,0.05231486,0.13642578,0.3
0.611334494,27.8627483,18.37820563,1.27457196,0.053457629,0.011901422,0.051125335,0.098892272,0.4
0.22154033,33.58535558,28.34736514,0.49592973,0.042770075,0.04141993,0.030015323,0.057420489,0.5
0.342168827,20.75373888,29.87358106,0.68928776,0.193009778,0.04943126,0.013548875,0.033150558,0.4
2.088444046,6.2743268,35.7548154,6.2807902,0.003070461,0.024915747,0.047346549,0.079605588,0.4
1.137484604,46.7096478,25.47733256,4.11593363,0.082776297,0.047035175,0.091293328,0.318641392,0.6
0.150701438,76.44891601,37.3648091,0.42651058,0.037540388,0.055684801,0.038094546,0.208574137,0.8
0.168505194,56.98660441,3.24985483,0.51180416,0.068715137,0.009818271,0.002451354,0.07408959,0.4
0.363735597,26.443443,16.13951856,1.05913194,0.069663494,0.024504335,0.01274567,0.118138322,0.3
1.770083562,5.2265901,19.76030329,3.460836247,0.003282114,0.007617827,0.005852174,0.051505869,0.2
2.360772427,5.8564801,18.11240937,5.275236437,0.019733481,0.006236242,0.023133688,0.081804731,0.2
1.834109471,6.5275781,7.35263817,4.46004479,0.035605825,0.034357651,0.001923037,0.133507304,0.2
2.651148127,11.9682385,5.31164003,8.03477375,0.149424034,0.017167831,0.054141757,0.162192432,0.2
1.347984742,32.1547057,47.54046775,5.2265048,0.097921281,0.040928485,0.092511177,0.034980018,0.6
0.497638095,38.2104265,21.74246133,1.23971303,0.130076196,0.085779174,0.088909055,0.102599621,0.5
0.423469266,31.7741143,1.60237594,0.88099527,0.132949181,0.001183339,0.037907588,0.034355836,0.3
0.125004249,35.5320338,10.33064919,0.23508689,0.046057396,0.040491959,0.003852352,0.114382557,0.3
0.082120655,11.6823055,2.04226924,0.14891715,0.029419865,0.011692415,0.032669205,0.128909769,0.1
1.142072307,20.23421415,17.06132647,2.54298198,0.02523591,0.06196931,0.123860378,0.02902422,0.3
0.113626721,30.53972545,14.95331701,0.32301961,0.017876198,0.037467197,0.150500688,0.007528256,0.3
1.320327674,19.8020447,8.44546585,2.98026289,0.106474604,0.000961811,0.078395008,0.187229062,0.2
1.049280206,30.4496427,10.90047354,2.23495024,0.234532046,0.106064067,0.094847682,0.018968331,0.3
1.084381998,2.3905904,2.19222889,3.63295489,0.170436652,0.099784307,0.084906411,0.012056422,0.1
0.142399109,18.35462526,15.97141912,0.59329455,0.065129546,0.003113807,0.021466067,0.024824947,0.3
0.213834928,17.70648616,8.56252346,0.81314785,0.177884834,0.000148755,0.098131481,0.212760563,0.2
1.41661303,27.27003209,25.74280742,3.78918305,0.234179652,0.078810361,0.109556212,0.050540978,0.4
0.354735008,13.59832549,4.7708789,0.75292,0.049692478,0.131585629,0.075809404,0.021055403,0.1
0.548059618,22.7932806,20.13940093,1.12372932,0.212479996,0.019558786,0.05999024,0.257949606,0.3
1.117738,21.8445431,18.77482757,2.57729866,0.084824253,0.089378661,0.018818688,0.455547686,0.3
0.585792337,29.8039532,1.32341142,1.49001607,0.171642039,0.106563957,0.017273013,0.294974886,0.2
0.467050703,67.9159189,33.14640853,0.96565145,0.04665478,0.004263655,0.038894652,0.294608476,0.8
0.934936934,40.4377048,18.6132502,2.12584752,0.230683604,0.005716681,0.076669162,0.350105424,0.5
0.766121778,23.8309535,19.8358283,1.79588963,0.151444609,0.080882726,0.014925845,0.063684032,0.3
1.118701179,7.9000025,0.30307747,2.83551741,0.064238646,0.012352991,0.017273616,0.139044822,0.1
0.298872094,11.6768419,23.11100469,0.89147179,0.133826333,0.03913804,0.036914329,0.256497436,0.3
0.018684047,7.4135593,19.68184451,0.05234939,0.075187279,0.022423489,0.016026458,0.14633818,0.2
0.814101752,0.9695848,12.95938762,2.78030568,0.005159077,0.069840136,0.046554683,0.002825667,0.1
1.682812127,10.3745778,3.680014,4.83721383,0.121014769,0.052297376,0.029722841,0.029951407,0.2
0.956374821,19.7955299,13.08538119,2.30829391,0.190105939,0.039925609,0.114028502,0.214986928,0.3
0.481896459,2.91031085,5.59035789,1.27319702,0.025636815,0.044898932,0.012094477,0.006589141,0.1
0.46825254,43.93740175,2.42052257,1.02267535,0.10594452,0.063746709,0.035114531,0.110057024,0.4
0.034215483,18.5988995,16.45746401,0.0687724,0.08153298,0.059797906,0.173330621,0.249774051,0.3
0.218853933,6.3877762,4.09073714,0.42555547,0.026875051,0.076094753,0.086285175,0.090452599,0.1
0.763870594,12.0918905,6.51450049,1.65048398,0.190322202,0.110746417,0.008756641,0.150815457,0.2
0.324812827,15.7285326,7.46295289,0.86876341,0.160243869,0.041348293,0.091000535,0.095429618,0.2
0.343580101,12.2913662,10.30335206,0.9154543,0.172151926,0.020980484,0.06695192,0.018380629,0.2
1.607616223,16.7283776,10.86257127,5.91787872,0.228414229,0.086846005,0.025520898,0.098329527,0.3
0.240221962,37.6469578,10.35144275,1.22463003,0.263377103,0.115828548,0.038100284,0.055257185,0.4
0.12441286,7.057851,1.29201082,0.5713549,0.246224984,0.115748058,0.066423166,0.002595512,0.1
0.325452784,21.692577,25.13024101,1.32663462,0.198496492,0.013368325,0.061806275,0.183387896,0.4
1.397021055,9.5821371,15.05426125,3.87810702,0.215648611,0.019071607,0.162944697,0.184128017,0.2
1.305253282,5.3659297,50.2745535,3.54215324,0.090867927,0.032797057,0.003751221,0.104255304,0.4
0.527316501,2.2372136,19.30251184,1.67187902,0.160733726,0.039230117,0.007216559,0.028051176,0.2
1.677390852,10.3200028,29.56716939,3.456873639,0.049377805,0.019700114,0.124197761,0.038391459,0.3
1.655492269,0.3150426,15.00999597,3.395654809,0.130341969,0.047453111,0.028192192,0.01485757,0.2
1.093779539,1.5737294,22.28540685,2.46314311,0.027146321,0.131426808,0.058894157,0.230224964,0.2
1.671133248,32.33996499,15.77326686,4.2976421,0.112336001,0.110104585,0.008604374,0.143490308,0.4
0.728180122,35.96121659,3.48576882,2.24095369,0.011537387,0.056371584,0.042655164,0.013279892,0.3
0.744584497,41.13074252,28.69414919,2.30071912,0.071369475,0.159718329,0.085328539,0.043685871,0.5
0.610988979,11.22429032,36.7225351,1.94203006,0.06265546,0.184754258,0.063496449,0.270822547,0.4
1.179341213,41.9632905,3.73700683,2.59943489,0.142530329,0.009614643,0.005991264,0.114096812,0.4
2.56762856,9.2668981,15.1430975,8.06016998,0.048053084,0.071946498,0.043443316,0.20260726,0.3
2.161744067,12.9435625,2.68602685,7.29287128,0.104809396,0.026446863,0.039839236,0.044744706,0.2
0.196688042,35.1814535,1.58832154,0.41460271,0.098036248,1.28E-05,0.002348553,0.005937051,0.3
0.831885558,17.61148913,6.22342515,2.16292546,0.028451758,0.060064937,0.01227706,0.036011652,0.2
0.851907898,18.23623293,10.68989136,3.26440346,0.072047058,0.059495293,0.039239011,0.084709797,0.2
1.518187362,6.8493698,4.36207977,5.05330992,0.049223866,0.067787638,0.042556883,0.114004251,0.1
0.601622217,0.4608516,11.22889797,1.59194469,0.046152313,0.009993677,0.053050342,0.101327161,0.1
0.76216892,21.0938353,4.82861344,1.95488771,0.141556474,0.086785003,0.010891399,0.276571624,0.2
0.210824065,29.8990181,0.67253815,0.48137513,0.051351989,0.007614272,0.050158414,0.018548137,0.2
1.579926745,14.2660979,1.61345934,2.859323572,0.067089976,0.08405166,0.02539719,0.064498818,0.2
1.841134518,26.8132324,8.36162507,3.514876382,0.042461189,0.001360042,0.068089205,0.0046363,0.3
0.784141866,28.7788886,3.26091188,2.48530041,0.158229162,0.004398987,0.024137271,0.243526143,0.3
1.202773128,8.9441746,7.66393019,3.50400472,0.01480357,0.068911808,0.079693473,0.099675665,0.2
0.040721049,15.0584378,12.80014481,0.09037138,0.050213917,0.086631217,0.054727951,0.005738687,0.2
1.139190891,10.2796796,13.15195864,2.05909267,0.014154065,0.067834871,0.01225863,0.120868804,0.2
0.524076329,1.0330723,1.43533564,0.8474128,0.030346756,0.019506709,0.021378042,0.002194772,0
0.478240187,1.7195877,3.31799047,0.91798796,0.03139724,0.041754614,0.099609673,0.1165392,0
1.106431832,40.8299274,30.2001559,1.91738891,0.059929977,0.054915458,0.050094828,0.223344564,0.5
2.652065945,37.3957448,40.95447128,6.45974108,0.04555745,0.065718693,0.044666794,0.029068563,0.6
0.549011521,2.9090022,14.19092697,1.98223674,0.11390358,0.004522728,0.055487483,0.079494276,0.1
0.286824408,37.07109695,9.69259572,0.96893913,0.109585033,0.038169532,0.009101871,0.149682707,0.4
0.536766138,24.06487215,14.5569023,1.7149754,0.029871176,0.099721179,0.050899283,0.006905056,0.3
0.986876345,12.6226785,33.59764809,3.54477923,0.133809912,0.089184889,0.047426368,0.031182468,0.4
2.011837095,8.455585,40.73826618,5.91197452,0.072151353,0.055814613,5.62E-05,0.072185205,0.4
0.857373644,41.3512054,10.53192771,1.91068864,0.067543461,0.021054394,0.06900839,0.23621132,0.4
1.248583598,30.9329074,16.8434245,4.4429096,0.009709581,0.04907335,0.041379321,0.220627175,0.4
0.455227214,29.0676405,6.70921514,1.9424004,0.059842266,0.022183996,0.010812243,0.075655169,0.3
1.329092928,24.5347923,9.00687969,3.76668731,0.239070429,0.099598769,0.036838107,0.103814171,0.3
0.524612721,0.489536,8.96055227,1.01469319,0.020008976,0.059060735,0.002393529,0.102596848,0.1
1.158604324,2.5204857,7.90813842,1.701836048,0.052825132,0.060540394,0.05213343,0.194813204,0.1
0.917131574,1.851854,14.10030023,0.993800537,0.096256615,0.065723931,0.052509404,0.158418669,0.1
2.499453033,34.2999751,20.3112024,3.499908085,0.16892457,0.022572116,0.032547426,0.022697169,0.4
1.403947553,80.76811464,3.55804829,3.87932931,0.16892457,0.180008022,0.134377055,0.131930846,0.7
1.142508161,6.36129965,45.54230455,5.9599694,0.172752942,0.158446128,0.119245899,0.160662945,0.4
2.399757743,29.16749829,34.64621186,9.53069419,0.048272277,0.033287434,0.078184534,0.200494674,0.6
1.080652557,11.1539742,16.70578793,2.93972216,0.065297126,0.090032638,0.13803972,0.099624463,0.2
0.397583835,13.5115309,0.37826676,1.24269743,0.077010347,0.163053204,0.089724848,0.140453444,0.1
0.196739539,4.3403445,3.72624229,0.58678684,0.046328937,0.096767816,0.073628501,0.006336795,0.1
0.471305913,17.1466623,28.18873906,1.32626867,0.094953132,0.095005417,0.117293709,0.016291028,0.3
1.206771117,28.0657922,19.51419973,2.456459329,0.161391639,0.105531389,0.038138102,0.138301983,0.4
0.908931664,0.2230342,7.37609652,1.743332679,0.126085072,0.080855088,0.065308267,0.334762121,0.1
0.315683404,16.9227515,2.86306725,0.75863686,0.003133611,0.066869154,0.14656237,0.19287247,0.2
0.877018916,15.5719948,11.92501624,2.74170542,0.117948308,0.0925218,0.085528188,0.015980634,0.2
0.639029192,13.8002461,23.67354751,2.90848822,0.132749676,0.053922422,0.006497973,0.03785329,0.3
1.188375036,16.6825658,3.4324229,4.75050501,0.055252629,0.060746285,0.065383681,0.097561224,0.2
0.432525358,25.1859973,19.4980439,1.16240559,0.047421251,0.007680665,0.034641103,0.196785175,0.3
1.821712465,11.7440743,5.64992966,3.265141618,0.016823468,0.006277126,0.076855357,0.033028654,0.2
1.637655393,2.1854656,4.02640457,2.829940548,0.227647441,0.046044908,0.011417541,0.375464573,0.1
0.85246499,29.4322745,17.12979064,1.6664301,0.176347725,0.048849913,0.057110461,0.130641888,0.4
1.48203511,78.47651397,22.30407857,3.30239606,0.119350817,0.014288656,0.055952618,0.067990977,0.8
0.685648167,20.66375917,21.32018654,2.39591351,0.075876396,0.029820542,0.074656113,0.202269551,0.3
0.219827004,4.61227487,3.33483424,0.85684127,0.064665362,0.089382847,0.103200126,0.070174419,0.1
0.239890697,16.47619553,6.3362232,0.83448884,0.059823487,0.000185612,0.071348593,0.092316288,0.2
2.853695797,2.1730496,33.6766781,5.618876196,0.000812949,0.093059227,0.154824721,0.070914241,0.3
2.949856411,25.05434956,10.01605211,5.941876656,0.012181803,0.093936156,0.071974706,0.05499917,0.3
1.659875883,10.44335236,0.42642248,4.08219925,0.132147486,0.055995204,0.054098135,0.209166471,0.1
1.741416382,2.486327,9.63327068,4.36797064,0.098530075,0.026485873,0.010327132,0.106728657,0.1
1.834500191,66.3653154,23.48156738,4.52924118,0.12164999,0.072087222,0.059538258,0.01228639,0.7
0.546622047,13.1136428,67.82813026,1.02680213,0.025641648,0.005666583,0.039496785,0.316982342,0.6
0.541588864,44.2698274,14.56274285,1.2459261,0.029806599,0.046507064,0.105789254,0.243321132,0.4
0.115875372,0.9633226,1.83302245,0.28945466,0.027067988,0.029888567,0.060773147,0.214999964,0
0.614025169,15.71241414,3.51966808,1.70966696,0.225259834,0.027893425,0.075269481,0.075708189,0.2
1.100859896,15.17852832,3.40145437,2.79118683,0.037559779,0.022723267,0.040921953,0.317321866,0.2
0.901055681,35.82500456,11.66895275,2.18415784,0.028805367,0.026669842,0.016995842,0.153366376,0.4
0.770622284,17.619436,13.75425977,2.69531847,0.09373523,0.040992568,0.026226822,0.088809364,0.3
0.05233181,18.2600291,23.27469124,0.22350441,0.073749463,0.016235612,0.150813086,0.291262103,0.3
1.450525492,30.30710638,4.25016069,4.52048552,0.25380971,0.028001496,0.11242573,0.146682328,0.3
1.406503338,16.76462778,6.43995515,2.479808969,0.262437692,0.046040633,0.115218927,0.101207384,0.2
1.419099642,18.2120311,0.4004968,2.508125339,0.068596769,0.003665594,0.036105517,0.08019535,0.2
0.27862994,4.3516501,1.42917603,0.66372633,0.044998977,0.121826284,0.156715797,0.253415794,0.1
0.404464466,1.0252472,14.64623685,0.94054107,0.02470863,0.065711248,0.053742202,0.14150387,0.1
1.020175602,34.75921888,37.41828505,1.836365909,0.136707845,0.099509229,0.000154636,0.112140503,0.6
1.086619241,43.50349428,28.30068425,1.980867509,0.051098463,0.056264626,0.029459938,0.080923164,0.6
0.630309732,33.0979485,31.45373804,1.57892389,0.078598561,0.074811198,0.000976605,0.278698949,0.5
1.517215941,28.6613922,12.9016351,3.248600968,0.127697145,0.188641505,0.152827668,0.156015881,0.3
0.677532272,12.8699318,11.07190865,1.226319248,0.012517414,0.119238146,0.203673349,0.139084105,0.2
1.106999554,27.31497648,26.36756428,1.871985623,0.20580337,0.020663785,0.065309891,0.246113906,0.4
1.352521555,21.20379588,2.0870978,2.395514273,0.038684291,0.00075954,0.01937689,0.168063615,0.2
1.407703469,13.6312289,5.19930711,4.31602093,0.025786368,0.038356011,0.030903987,0.016320833,0.2
0.143690167,4.9520328,37.19027717,0.62874343,0.036593063,0.017998911,0.005587629,0.164840582,0.3
3.019087131,15.0790655,21.92914859,7.499250349,0.100474577,0.142462433,0.057749474,0.194451651,0.4
0.072737789,33.4553357,2.65673231,0.097593971,0.006000094,0.055923456,0.057564755,0.005853559,0.3
1.903184934,10.4853624,24.85757774,3.52318762,0.060021647,0.009063433,0.02024564,0.102656035,0.3
0.203668108,25.2832977,1.02107105,0.54908765,0.090808914,0.0122824,0.009189921,0.218130842,0.2
1.844631613,20.1355185,15.53925586,3.710129254,0.126684818,0.07898033,0.012130016,0.110546546,0.3
2.568489974,23.6734335,2.0430246,6.126609684,0.106479083,0.11404238,0.04212035,0.02348418,0.3
0.212318663,0.5338223,30.4397806,0.79710966,0.117435633,0.106033143,0.023782068,0.03168132,0.2
1.538053814,63.76968962,25.14006817,3.98332315,0.236033256,0.056320973,0.043283596,0.098731826,0.7
1.037931918,6.02933542,2.91568658,2.39617231,0.109533398,0.096133835,0.062152649,0.029424496,0.1
0.389483256,48.2290379,3.43831873,1.01589371,0.123120249,0.020073448,0.028587654,0.13028438,0.4
0.158321032,50.86399672,8.9736187,0.3932137,0.144302512,0.117957503,0.019018706,0.088538151,0.4
0.501017448,5.28520165,4.10782846,1.164458,0.01554013,0.056369523,0.02359885,0.135374241,0.1
1.069907312,16.72694007,5.44013983,1.87700775,0.17371655,0.059003416,0.03653393,0.232180731,0.2
1.316896954,18.1284168,4.01488825,2.4224118,0.146969789,0.126488854,0.022870022,0.097653248,0.2
0.553353886,10.4524683,7.70987339,1.15559123,0.141069711,0.078973564,0.012623274,0.033832746,0.1
2.694110894,10.9633383,7.14096933,9.70929607,0.067552964,0.036526026,0.023148954,0.013015566,0.2
2.001453699,0.4729768,20.62805892,8.22209503,0.077181004,0.082343907,0.070811353,0.15676526,0.2
0.794511868,0.7624921,2.42712709,2.3162106,0.082253518,0.013308159,0.061735737,0.304142047,0
0.37558279,3.3434513,13.40717804,1.43374798,0.015924102,0.043943048,0.023456988,0.218511475,0.1
0.340660693,63.2228501,2.59783865,1.3114544,0.070043331,0.011721088,0.03033119,0.180042387,0.5
0.544028926,39.6824361,15.67568025,1.69725878,0.156922836,0.073283187,0.047100771,0.164744858,0.4
1.250025983,11.7849597,18.36890865,2.71716514,0.058955161,0.018885672,0.085783474,0.000412804,0.3
2.24229526,27.5167305,2.83787797,6.19056533,0.010272175,0.013321854,0.018023544,0.18386279,0.3
1.357024211,6.0624159,4.68151686,4.40578819,0.076566382,0.012663076,0.064482504,0.021923865,0.1
0.514800926,10.5519461,7.29951662,1.35966033,0.172932733,0.034347638,0.005619986,0.07852187,0.1
0.156496339,38.7630871,39.67105568,0.44502517,0.204215624,0.00064956,0.048722854,0.055248465,0.6
1.330430919,25.47398116,13.20471522,2.846161474,0.055064828,0.074995878,0.062571244,0.104970333,0.3
0.464642388,8.65218806,0.03930769,0.838604624,0.178325384,0.008515581,0.003436941,0.028018515,0.1
0.79928267,8.78330196,1.64026898,1.366402521,0.25251879,0.036605506,0.09896162,0.065325676,0.1
1.491903786,21.08849607,8.26784026,2.915029731,0.029173717,0.062084925,0.015615537,0.156568934,0.3
0.541436933,50.40629309,12.54448626,1.557697,0.049816603,0.105277742,0.014131887,0.159747828,0.5
0.472083795,27.387837,23.67362174,1.37789186,0.04251508,0.10047096,0.016204731,0.217856967,0.4
0.466355608,26.6999986,12.91552658,1.11751439,0.134161339,0.0540229,0.145146167,0.180099051,0.3
0.065923433,17.5916237,12.8152371,0.14575066,0.17468763,0.136425534,0.166555713,0.033634273,0.2
1.26096143,7.431525,13.20055534,3.73259644,0.018261553,0.223175402,0.048088671,0.073821946,0.2
1.174877854,33.6691164,4.58422206,3.53659033,0.209920249,0.025156833,0.030935963,0.07348636,0.3
0.137738548,28.496959,20.0093506,0.31052219,0.084706085,0.055407154,0.03118098,0.032177273,0.4
2.289245708,4.0952656,1.25065251,3.494758548,0.032259747,0.001078188,0.016911848,0.026788486,0.1
0.640629427,26.1072305,6.42540667,0.743527414,0.08518296,0.077645246,0.016211702,0.09238418,0.3
2.730087962,22.7237532,24.09872693,5.744207634,0.067833197,0.130925683,0.03212268,0.155667057,0.4
0.565859989,0.1329478,28.62861353,1.73735903,0.206834284,0.07866466,0.033944614,0.053661521,0.2
1.17605864,22.3148076,3.11688354,4.23386816,0.100387993,0.012877224,0.0589812,0.013652374,0.2
0.872734988,11.46431625,23.43964644,3.35802477,0.194887762,0.022890758,0.122716637,0.085429847,0.3
0.906312018,1.22719799,3.14019168,2.32010334,0.257528838,0.083282209,0.052244039,0.096443057,0.1
0.890248617,25.41267744,43.04605331,1.619229212,0.194504957,0.118437757,0.129319955,0.190814446,0.5
1.934937459,4.8100866,37.5946384,4.380216822,0.135449195,0.008921693,0.133545185,0.196483767,0.4
0.074937398,22.390714,1.80696437,0.24224439,0.103052452,0.031487021,0.019369837,0.008114506,0.2
1.49314259,16.3822234,15.07267725,7.22636134,0.055153375,0.019761842,0.032194861,0.006665152,0.3
1.984623109,10.8790339,0.76640238,8.62909878,0.035604574,0.001088017,0.060921331,0.114560931,0.2
0.899748491,0.9530736,12.1847114,2.83423782,0.016787783,0.015242191,0.053605529,0.027991458,0.1
0.532974985,18.6737881,8.96299932,1.81662834,0.206075313,0.035976047,0.027532698,0.050605996,0.2
0.347421351,5.4979858,23.01523404,1.13088325,0.226525324,0.030482514,0.051723874,0.166649674,0.2
0.782598224,45.56544526,30.53053989,2.32144184,0.196635282,0.043982992,0.077381498,0.116895591,0.6
1.663465837,53.69755286,8.81518314,6.27496694,0.111223488,0.010003333,0.074368727,0.045151813,0.5
0.290683146,44.2912543,35.04399158,1.52259232,0.000129558,0.014827769,0.00168091,0.171117894,0.6
3.596292357,31.5169863,6.75445063,8.566915759,0.022687637,0.048708425,0.011636339,0.032464238,0.4
3.416669693,19.5377237,16.69223299,7.745243189,0.014816588,0.012454404,0.045720755,0.029579467,0.3
0.190637003,9.6027201,14.42472593,0.78933348,0.118076666,0.012114982,0.155035904,0.210847246,0.2
2.933699106,27.9109496,12.56315489,6.596055816,0.050605743,0.014273467,0.109336269,0.035784138,0.4
1.068153641,32.722647,10.3487838,1.18582151,0.222221609,0.056406703,0.036482804,0.230898469,0.3
4.076633798,27.75637451,18.3056479,8.082138596,0.06865141,0.104649054,0.060040102,0.157259638,0.4
0.803317672,50.53364941,33.03381097,2.71814281,0.096354226,0.086668549,0.038943265,0.050876675,0.6
0.709804508,10.9898684,14.2809314,1.72138116,0.119410977,0.008285808,0.076169305,0.098597502,0.2
1.387142093,46.2740729,11.39496812,2.315652775,0.136043143,0.045790661,0.014160382,0.028895111,0.5
2.715554722,21.9776347,45.84618,6.033845265,0.237129404,0.115944822,0.011560276,0.157874864,0.6
0.741579232,20.5472453,51.22580262,2.33184156,0.133650029,0.052298788,0.03465684,0.079088953,0.6
1.022615422,1.9381358,33.2435511,2.23362725,0.071237407,0.088580362,0.102042625,0.070712011,0.3
0.342571502,28.0595887,22.71669098,0.65462695,0.098946289,0.135924736,0.087141101,0.208684722,0.4
0.810922145,16.2606593,1.27968516,1.93618294,0.214745943,0.142749806,0.08642821,0.117263261,0.2
0.242333106,35.563726,12.56854863,0.6462089,0.237656482,0.019678118,0.012303441,0.112673511,0.4
1.241072843,44.4376104,8.00493016,4.22124078,0.053913507,0.094029595,0.086331494,0.013080915,0.4
1.136722064,29.6313762,43.92322309,3.95104068,0.044487845,0.033063405,0.014202038,0.042048042,0.6
0.028213746,18.0384583,23.88766867,0.07510101,0.119963103,0.041363716,0.019008883,0.104021962,0.3
0.49855738,13.9672919,13.84476565,1.2077912,0.142270186,0.079293813,0.020312043,0.079914217,0.2
0.787497109,24.8587133,4.99777523,2.03178892,0.116948047,0.066728235,0.001722487,0.032639549,0.2
1.026865742,7.9519763,10.08885924,2.53346938,0.199046216,0.076946216,0.075811928,0.069997268,0.2
0.541177295,1.3188008,4.67633739,0.98698529,0.088560498,0.009677325,0.043983795,0.119851729,0.1
0.85728649,14.4111647,2.71372229,1.65936419,0.314457821,0.016086708,0.070107005,0.157576595,0.1
0.19632708,29.962773,12.34090019,0.42694338,0.271050619,0.057099183,0.024812617,0.070258354,0.3
